# Ratio Edge Case Log -- generated 2026-07-07T09:30:17
# Total KPI edge cases logged: 6487
# Total Day-13 ROCE/ROE cross-check anomalies: 2

## KPI edge cases
[ABB | 2012-12] interest_coverage_ratio: debt-free company (interest expense is zero)
[CHOLAFIN | 2015-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2015-03] eps_cagr_3yr: INSUFFICIENT
[CHOLAFIN | 2015-03] eps_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2015-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2016-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=30.042714760322735, source=899.0
[CHOLAFIN | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2016-03] pat_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2016-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2016-03] eps_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2016-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2017-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=28.163613123135917, source=1143.0
[CHOLAFIN | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2017-03] pat_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2017-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2017-03] eps_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2017-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2018-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=26.101816873538407, source=1451.0
[CHOLAFIN | 2018-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[CHOLAFIN | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2018-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2018-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2019-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=22.960045019696118, source=1888.0
[CHOLAFIN | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2019-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2019-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2020-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=27.789256198347108, source=1699.0
[CHOLAFIN | 2020-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[CHOLAFIN | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2020-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2020-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2021-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=30.397579046227698, source=2094.0
[CHOLAFIN | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2021-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2021-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2022-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=28.83326763894363, source=2924.0
[CHOLAFIN | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2022-03] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2022-03] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2023-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=28.104625892579943, source=3515.0
[CHOLAFIN | 2024-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=28.10102802275218, source=4548.0
[CHOLAFIN | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[CHOLAFIN | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2024-09] pat_cagr_3yr: INSUFFICIENT
[CHOLAFIN | 2024-09] pat_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2024-09] pat_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2024-09] eps_cagr_3yr: INSUFFICIENT
[CHOLAFIN | 2024-09] eps_cagr_5yr: INSUFFICIENT
[CHOLAFIN | 2024-09] eps_cagr_10yr: INSUFFICIENT
[CHOLAFIN | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[CIPLA | 2013-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=73.25763981157145, source=2214.0
[CIPLA | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[CIPLA | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[CIPLA | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2013-03] pat_cagr_3yr: INSUFFICIENT
[CIPLA | 2013-03] pat_cagr_5yr: INSUFFICIENT
[CIPLA | 2013-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2013-03] eps_cagr_3yr: INSUFFICIENT
[CIPLA | 2013-03] eps_cagr_5yr: INSUFFICIENT
[CIPLA | 2013-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2014-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=78.89511451882434, source=2147.0
[CIPLA | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[CIPLA | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[CIPLA | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2014-03] pat_cagr_3yr: INSUFFICIENT
[CIPLA | 2014-03] pat_cagr_5yr: INSUFFICIENT
[CIPLA | 2014-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2014-03] eps_cagr_3yr: INSUFFICIENT
[CIPLA | 2014-03] eps_cagr_5yr: INSUFFICIENT
[CIPLA | 2014-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2015-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=80.94314676068753, source=2163.0
[CIPLA | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[CIPLA | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[CIPLA | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2015-03] pat_cagr_3yr: INSUFFICIENT
[CIPLA | 2015-03] pat_cagr_5yr: INSUFFICIENT
[CIPLA | 2015-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2015-03] eps_cagr_3yr: INSUFFICIENT
[CIPLA | 2015-03] eps_cagr_5yr: INSUFFICIENT
[CIPLA | 2015-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2016-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=82.01595358955765, source=2480.0
[CIPLA | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[CIPLA | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2016-03] pat_cagr_5yr: INSUFFICIENT
[CIPLA | 2016-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2016-03] eps_cagr_5yr: INSUFFICIENT
[CIPLA | 2016-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2017-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=82.65944143393081, source=2496.0
[CIPLA | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[CIPLA | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2017-03] pat_cagr_5yr: INSUFFICIENT
[CIPLA | 2017-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2017-03] eps_cagr_5yr: INSUFFICIENT
[CIPLA | 2017-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2018-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=81.3473211929269, source=2826.0
[CIPLA | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2018-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2018-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2019-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=81.07199608849774, source=3097.0
[CIPLA | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2019-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2019-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2020-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=81.28648143824422, source=3206.0
[CIPLA | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2020-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2020-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2021-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=77.80271398747391, source=4252.0
[CIPLA | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2021-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2021-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2022-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=79.08376602490466, source=4553.0
[CIPLA | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2022-03] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2022-03] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2023-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=77.90621017008746, source=5027.0
[CIPLA | 2024-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=75.59168153953597, source=6291.0
[CIPLA | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[CIPLA | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[CIPLA | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[CIPLA | 2024-09] pat_cagr_3yr: INSUFFICIENT
[CIPLA | 2024-09] pat_cagr_5yr: INSUFFICIENT
[CIPLA | 2024-09] pat_cagr_10yr: INSUFFICIENT
[CIPLA | 2024-09] eps_cagr_3yr: INSUFFICIENT
[CIPLA | 2024-09] eps_cagr_5yr: INSUFFICIENT
[CIPLA | 2024-09] eps_cagr_10yr: INSUFFICIENT
[CIPLA | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[COALINDIA | 2013-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=73.51946473800565, source=18087.0
[COALINDIA | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[COALINDIA | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[COALINDIA | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2013-03] pat_cagr_3yr: INSUFFICIENT
[COALINDIA | 2013-03] pat_cagr_5yr: INSUFFICIENT
[COALINDIA | 2013-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2013-03] eps_cagr_3yr: INSUFFICIENT
[COALINDIA | 2013-03] eps_cagr_5yr: INSUFFICIENT
[COALINDIA | 2013-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2014-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=74.83854520734195, source=17766.0
[COALINDIA | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[COALINDIA | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[COALINDIA | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2014-03] pat_cagr_3yr: INSUFFICIENT
[COALINDIA | 2014-03] pat_cagr_5yr: INSUFFICIENT
[COALINDIA | 2014-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2014-03] eps_cagr_3yr: INSUFFICIENT
[COALINDIA | 2014-03] eps_cagr_5yr: INSUFFICIENT
[COALINDIA | 2014-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2015-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=76.60145709660011, source=17343.0
[COALINDIA | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[COALINDIA | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[COALINDIA | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2015-03] pat_cagr_3yr: INSUFFICIENT
[COALINDIA | 2015-03] pat_cagr_5yr: INSUFFICIENT
[COALINDIA | 2015-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2015-03] eps_cagr_3yr: INSUFFICIENT
[COALINDIA | 2015-03] eps_cagr_5yr: INSUFFICIENT
[COALINDIA | 2015-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2016-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=75.96486045645446, source=18714.0
[COALINDIA | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[COALINDIA | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2016-03] pat_cagr_5yr: INSUFFICIENT
[COALINDIA | 2016-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2016-03] eps_cagr_5yr: INSUFFICIENT
[COALINDIA | 2016-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2017-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=84.0745100046057, source=12448.0
[COALINDIA | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[COALINDIA | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2017-03] pat_cagr_5yr: INSUFFICIENT
[COALINDIA | 2017-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2017-03] eps_cagr_5yr: INSUFFICIENT
[COALINDIA | 2017-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2018-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=89.10421847871991, source=9288.0
[COALINDIA | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2018-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2018-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2019-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=74.88904062820076, source=25007.0
[COALINDIA | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2019-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2019-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2020-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=77.53955037468776, source=21581.0
[COALINDIA | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2020-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2020-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2021-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=79.3081998533757, source=18628.0
[COALINDIA | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2021-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2021-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2022-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=77.46889668687052, source=24721.0
[COALINDIA | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2022-03] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2022-03] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2023-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=68.00624945751237, source=44232.0
[COALINDIA | 2024-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=66.29380849329698, source=47971.0
[COALINDIA | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[COALINDIA | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[COALINDIA | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[COALINDIA | 2024-09] pat_cagr_3yr: INSUFFICIENT
[COALINDIA | 2024-09] pat_cagr_5yr: INSUFFICIENT
[COALINDIA | 2024-09] pat_cagr_10yr: INSUFFICIENT
[COALINDIA | 2024-09] eps_cagr_3yr: INSUFFICIENT
[COALINDIA | 2024-09] eps_cagr_5yr: INSUFFICIENT
[COALINDIA | 2024-09] eps_cagr_10yr: INSUFFICIENT
[COALINDIA | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[DABUR | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[DABUR | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[DABUR | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2013-03] pat_cagr_3yr: INSUFFICIENT
[DABUR | 2013-03] pat_cagr_5yr: INSUFFICIENT
[DABUR | 2013-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2013-03] eps_cagr_3yr: INSUFFICIENT
[DABUR | 2013-03] eps_cagr_5yr: INSUFFICIENT
[DABUR | 2013-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[DABUR | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[DABUR | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2014-03] pat_cagr_3yr: INSUFFICIENT
[DABUR | 2014-03] pat_cagr_5yr: INSUFFICIENT
[DABUR | 2014-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2014-03] eps_cagr_3yr: INSUFFICIENT
[DABUR | 2014-03] eps_cagr_5yr: INSUFFICIENT
[DABUR | 2014-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[DABUR | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[DABUR | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2015-03] pat_cagr_3yr: INSUFFICIENT
[DABUR | 2015-03] pat_cagr_5yr: INSUFFICIENT
[DABUR | 2015-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2015-03] eps_cagr_3yr: INSUFFICIENT
[DABUR | 2015-03] eps_cagr_5yr: INSUFFICIENT
[DABUR | 2015-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[DABUR | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2016-03] pat_cagr_5yr: INSUFFICIENT
[DABUR | 2016-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2016-03] eps_cagr_5yr: INSUFFICIENT
[DABUR | 2016-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[DABUR | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2017-03] pat_cagr_5yr: INSUFFICIENT
[DABUR | 2017-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2017-03] eps_cagr_5yr: INSUFFICIENT
[DABUR | 2017-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2018-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2018-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2019-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2019-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2020-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2020-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2021-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2021-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2022-03] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2022-03] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[DABUR | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[DABUR | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[DABUR | 2024-09] pat_cagr_3yr: INSUFFICIENT
[DABUR | 2024-09] pat_cagr_5yr: INSUFFICIENT
[DABUR | 2024-09] pat_cagr_10yr: INSUFFICIENT
[DABUR | 2024-09] eps_cagr_3yr: INSUFFICIENT
[DABUR | 2024-09] eps_cagr_5yr: INSUFFICIENT
[DABUR | 2024-09] eps_cagr_10yr: INSUFFICIENT
[DABUR | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[DIVISLAB | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2013-03] pat_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2013-03] pat_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2013-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2013-03] eps_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2013-03] eps_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2013-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2014-03] pat_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2014-03] pat_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2014-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2014-03] eps_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2014-03] eps_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2014-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2015-03] pat_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2015-03] pat_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2015-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2015-03] eps_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2015-03] eps_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2015-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2016-03] pat_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2016-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2016-03] eps_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2016-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2017-03] pat_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2017-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2017-03] eps_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2017-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2018-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2018-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2019-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2019-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2020-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2020-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2021-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2021-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2022-03] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2022-03] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2024-09] pat_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2024-09] pat_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2024-09] pat_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2024-09] eps_cagr_3yr: INSUFFICIENT
[DIVISLAB | 2024-09] eps_cagr_5yr: INSUFFICIENT
[DIVISLAB | 2024-09] eps_cagr_10yr: INSUFFICIENT
[DIVISLAB | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[DLF | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[DLF | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[DLF | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[DLF | 2013-03] pat_cagr_3yr: INSUFFICIENT
[DLF | 2013-03] pat_cagr_5yr: INSUFFICIENT
[DLF | 2013-03] pat_cagr_10yr: INSUFFICIENT
[DLF | 2013-03] eps_cagr_3yr: INSUFFICIENT
[DLF | 2013-03] eps_cagr_5yr: INSUFFICIENT
[DLF | 2013-03] eps_cagr_10yr: INSUFFICIENT
[DLF | 2014-03] interest_coverage_ratio: ICR < 1.5 (value=1.47): at risk of not covering interest
[DLF | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[DLF | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[DLF | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[DLF | 2014-03] pat_cagr_3yr: INSUFFICIENT
[DLF | 2014-03] pat_cagr_5yr: INSUFFICIENT
[DLF | 2014-03] pat_cagr_10yr: INSUFFICIENT
[DLF | 2014-03] eps_cagr_3yr: INSUFFICIENT
[DLF | 2014-03] eps_cagr_5yr: INSUFFICIENT
[DLF | 2014-03] eps_cagr_10yr: INSUFFICIENT
[DLF | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[DLF | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[DLF | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[DLF | 2015-03] pat_cagr_3yr: INSUFFICIENT
[DLF | 2015-03] pat_cagr_5yr: INSUFFICIENT
[DLF | 2015-03] pat_cagr_10yr: INSUFFICIENT
[DLF | 2015-03] eps_cagr_3yr: INSUFFICIENT
[DLF | 2015-03] eps_cagr_5yr: INSUFFICIENT
[DLF | 2015-03] eps_cagr_10yr: INSUFFICIENT
[DLF | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[DLF | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[DLF | 2016-03] pat_cagr_5yr: INSUFFICIENT
[DLF | 2016-03] pat_cagr_10yr: INSUFFICIENT
[DLF | 2016-03] eps_cagr_5yr: INSUFFICIENT
[DLF | 2016-03] eps_cagr_10yr: INSUFFICIENT
